,评论时间,处理内容,评论者IP归属地,评论内容,用户地理位置,评论者性别,情感分析,locations
3223,24年07月02日 11:22,这个耳机我在店里试过了,来自江西,这个耳机我在店里试过了,北京 东城区,女,0.05702768164928829,来自江西
3224,24年07月02日 11:22,哇哦！这要是我上班能用来偷懒就好了,来自广东,哇哦！这要是我上班能用来偷懒就好了,北京 东城区,女,0.5669207547889403,来自广东
3225,24年07月02日 11:54,有没有可能直接内置qq或微信,来自广东,有没有可能直接内置qq或微信,北京 东城区,女,0.5892514863665469,来自广东
3226,24年07月02日 11:47,听说这款ar眼镜可以和iphone无缝连接,来自山东,听说这款ar眼镜可以和iphone无缝连接,北京 东城区,女,0.26631208514541627,来自山东
3227,24年07月02日 11:42,刚买了新款iphone就看到这条,来自山东,刚买了新款iphone就看到这条,北京 东城区,女,0.800084574740479,来自山东
3228,24年07月02日 11:31,AR眼镜与iPhone搭配使用，会不会好用呢？,来自辽宁,AR眼镜与iPhone搭配使用，会不会好用呢？,北京 东城区,女,0.3554736756539656,来自辽宁
3229,24年07月02日 11:58,这个ar眼睛能看电视剧么,来自山东,这个ar眼睛能看电视剧么,北京 东城区,女,0.7764650198056788,来自山东
3230,24年07月02日 11:56,AR眼镜专利曝光，苹果公司真不简单,来自江西,AR眼镜专利曝光，苹果公司真不简单,北京 东城区,女,0.810370086544366,来自江西
3231,24年07月02日 11:25,主要是看软件适配了,来自贵州,主要是看软件适配了,北京 东城区,女,0.32092451488244966,来自贵州
3232,24年07月02日 11:46,我的显卡是A卡啊,来自福建,我的显卡是A卡啊,北京 东城区,女,0.39241555201000455,来自福建
3233,24年07月02日 11:45,这是不是说明以后打游戏会更加的流畅,来自辽宁,这是不是说明以后打游戏会更加的流畅,其他,女,0.9533679125463551,来自辽宁
3234,24年07月02日 11:43,这个新闻会不会影响到GTA6的发售呢,来自云南,这个新闻会不会影响到GTA6的发售呢,北京 东城区,女,0.5736236231136393,来自云南
3235,24年07月02日 11:43,请问这个官司会影响到显卡的价格么,来自江西,请问这个官司会影响到显卡的价格么,北京 东城区,女,0.023231487032783993,来自江西
3236,24年07月02日 11:41,求放过我心爱的显卡😭,来自安徽,求放过我心爱的显卡😭,北京 东城区,女,0.8791682131072805,来自安徽
3237,24年07月02日 11:40,我觉着NVIDIA的技术在AI方面还是很强的,来自云南,我觉着NVIDIA的技术在AI方面还是很强的,北京 东城区,女,0.31672077583741176,来自云南
3238,24年07月02日 11:40,啊！我也想要个智能助手,来自云南,啊！我也想要个智能助手,北京 东城区,女,0.7769632901161214,来自云南
3239,24年07月02日 11:39,这个新闻让我想起最近超火的AI模型GPT-4,来自云南,这个新闻让我想起最近超火的AI模型GPT-4,北京 东城区,女,0.9681146074644674,来自云南
3240,24年07月02日 11:38,这个新闻对我这种AI爱好者来说太惊喜了！,来自辽宁,这个新闻对我这种AI爱好者来说太惊喜了！,北京 东城区,女,0.9707064624882081,来自辽宁
3241,24年07月02日 11:38,这个消息对我这种爱玩游戏的爱豆来说真是太好了！,来自江苏,这个消息对我这种爱玩游戏的爱豆来说真是太好了！,北京 东城区,女,0.8879924222443222,来自江苏
3242,24年07月02日 11:38,这个新闻让我想到最近超火的AI模型ChatGPT,来自贵州,这个新闻让我想到最近超火的AI模型ChatGPT,北京 东城区,女,0.948414510788493,来自贵州
3243,24年07月02日 11:36,这个新闻让我想起之前玩GTA的时候就用了AI技术,来自安徽,这个新闻让我想起之前玩GTA的时候就用了AI技术,北京 东城区,女,0.8959014948835986,来自安徽
3244,24年07月02日 11:35,当一个行业正在被垄断的时候，就很难再有其他新势力蛋生了，目前来看，或许只有国家出手才能让这个市场变公平,来自贵州,当一个行业正在被垄断的时候，就很难再有其他新势力蛋生了，目前来看，或许只有国家出手才能让这个市场变公平,北京 东城区,女,0.9584456604180234,来自贵州
3245,24年07月02日 11:32,不管怎样   我觉得这样的竞争很正常,来自辽宁,不管怎样   我觉得这样的竞争很正常,北京 东城区,女,0.6721798847679853,来自辽宁
3246,24年07月02日 11:30,"机器人的滥用确实需要我们反思<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />",来自辽宁,机器人的滥用确实需要我们反思[泪],北京 东城区,女,0.9867474359159524,来自辽宁
3247,24年07月02日 11:29,为什么是法国率先行动呢,来自江西,为什么是法国率先行动呢,北京 东城区,女,0.8120808904833858,来自江西
3248,24年07月02日 11:28,现在市场竞争力这么大吗？,来自广东,现在市场竞争力这么大吗？,北京 东城区,女,0.8353168889330476,来自广东
3249,24年07月02日 11:26,这个官司会对我的虚拟世界产生影响么,来自天津,这个官司会对我的虚拟世界产生影响么,北京,女,0.7045933842527796,来自天津
3250,24年07月02日 11:21,是不是说明未来会有更多元化的游戏出现啊,来自贵州,是不是说明未来会有更多元化的游戏出现啊,北京,女,0.9419215790114644,来自贵州
3251,24年07月02日 11:17,这个新闻提醒我了，最近该更新显卡驱动了,来自天津,这个新闻提醒我了，最近该更新显卡驱动了,北京,女,0.34236147639322134,来自天津
3252,24年07月02日 11:16,华为起诉贾跃亭那会儿怎么没人敢说话呢？,来自安徽,华为起诉贾跃亭那会儿怎么没人敢说话呢？,北京 东城区,女,0.051034405740908007,来自安徽
3253,24年07月02日 11:15,起大牌作用了,来自安徽,起大牌作用了,北京 东城区,女,0.9077271257926567,来自安徽
3254,24年07月02日 11:15,啊这也太厉害了,来自江西,啊这也太厉害了,北京 东城区,女,0.20949237914882768,来自江西
3255,24年07月02日 11:15,英伟达要出事,来自云南,英伟达要出事,北京 东城区,女,0.26483551124479876,来自云南
3256,24年07月02日 11:14,这个新闻也太猛了吧,来自辽宁,这个新闻也太猛了吧,北京 东城区,女,0.9082846204657966,来自辽宁
3257,24年07月02日 11:14,感觉以后科技产业会更内卷,来自贵州,感觉以后科技产业会更内卷,北京 东城区,女,0.7781116427811718,来自贵州
3258,24年07月02日 11:14,是不是意味着以后AI技术在游戏中会更发达,来自贵州,是不是意味着以后AI技术在游戏中会更发达,北京 东城区,女,0.975220135827298,来自贵州
3259,24年07月02日 11:12,我也想知道这件事最后会怎么解决,来自广东,我也想知道这件事最后会怎么解决,北京 东城区,女,0.36207410478480695,来自广东
3260,24年07月02日 11:11,2023年这么多事，英伟达能挺过去吗🍀,来自辽宁,2023年这么多事，英伟达能挺过去吗🍀,北京 东城区,女,0.1522195457556742,来自辽宁
3261,24年07月02日 11:11,这个芯片用在哪些设备上啊,来自广东,这个芯片用在哪些设备上啊,北京 东城区,女,0.41509805213269724,来自广东
3262,24年07月02日 11:10,支持严格市场监管！,来自山东,支持严格市场监管！,北京 东城区,女,0.9497014679920065,来自山东
3263,24年07月02日 11:07,听说最近英国也要开始调查了,来自安徽,听说最近英国也要开始调查了,北京 东城区,女,0.7094094349503506,来自安徽
3264,24年07月02日 11:05,把整个实验室都换掉的话要花多少钱呀,来自广东,把整个实验室都换掉的话要花多少钱呀,北京 东城区,女,0.05022933219712822,来自广东
3265,24年07月02日 11:05,我有一个问题就是，现在AI计算力这么算力，如果像新闻传播一样算力都用来优化大型模型训练的话，相当于把大量算力资源当成ai生产工具，那么资本如巨量投入到研发资金，是否真的能让所有人都能赚到钱？感觉有点奇怪啊,来自四川,我有一个问题就是，现在AI计算力这么算力，如果像新闻传播一样算力都用来优化大型模型训练的话，相当于把大量算力资源当成ai生产工具，那么资本如巨量投入到研发资金，是否真的能让所有人都能赚到钱？感觉有点奇怪啊,北京,女,0.9999943817434278,来自四川
3266,24年07月02日 11:04,有没有可能不让这个新闻跑我的推荐,来自云南,有没有可能不让这个新闻跑我的推荐,北京 东城区,女,0.9288841637413779,来自云南
3267,24年07月02日 11:03,人工智能时代，英伟达要顶住啊💪,来自辽宁,人工智能时代，英伟达要顶住啊💪,北京 东城区,女,0.16014875384839866,来自辽宁
3268,24年07月02日 11:02,英伟达又被盯上了，游戏玩家瑟瑟发抖😂,来自天津,英伟达又被盯上了，游戏玩家瑟瑟发抖😂,北京,女,0.16319657703226642,来自天津
3269,24年07月02日 10:59,我的电脑就是gtx显卡,来自江西,我的电脑就是gtx显卡,北京 东城区,女,0.511407580658818,来自江西
3270,24年07月02日 10:58,在当前这个AI比较火热的时候好多企业都想进来分一杯羹，我觉得挺好,来自江苏,在当前这个AI比较火热的时候好多企业都想进来分一杯羹，我觉得挺好,北京 东城区,女,0.6556392298246873,来自江苏
3271,24年07月02日 10:53,"高通是不是也该出手了<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自山东,高通是不是也该出手了[doge],北京 东城区,女,0.4844871709437054,来自山东
3272,24年07月02日 10:52,刚买了个笔记本电脑是NVIDIA显卡,来自广东,刚买了个笔记本电脑是NVIDIA显卡,北京 东城区,女,0.4576384751475513,来自广东
3273,24年07月02日 10:51,国产AI芯片商们要加油了！,来自贵州,国产AI芯片商们要加油了！,北京,女,0.913285678668529,来自贵州
3274,24年07月02日 10:51,刚买了个显卡就知道它要被起诉了,来自江苏,刚买了个显卡就知道它要被起诉了,北京 东城区,女,0.45758314684273793,来自江苏
3275,24年07月02日 10:50,这个新闻好突然,来自天津,这个新闻好突然,北京,女,0.862850126676988,来自天津
3276,24年07月02日 10:50,为啥会查它呢,来自广东,为啥会查它呢,北京 东城区,女,0.01943809373815808,来自广东
3277,24年07月01日 17:37,感觉未来智能机的市场主要在亚洲,来自贵州,感觉未来智能机的市场主要在亚洲,北京 东城区,女,0.9914484314657636,来自贵州
3278,24年07月01日 17:35,那我们国产手机还有希望吗？,来自广东,那我们国产手机还有希望吗？,北京 东城区,女,0.6890362617108106,来自广东
3279,24年07月01日 17:31,北美不再是领头羊有点出乎意料呢,来自广东,北美不再是领头羊有点出乎意料呢,北京 东城区,女,0.9911915420929346,来自广东
3280,24年07月01日 17:30,听说这个研究还提到了手游的趋势呢,来自江苏,听说这个研究还提到了手游的趋势呢,北京 东城区,女,0.9411369833145495,来自江苏
3281,24年07月01日 17:29,感觉是因为疫情大家都换了新手机,来自江苏,感觉是因为疫情大家都换了新手机,北京 东城区,女,0.4396126160542042,来自江苏
3282,24年07月01日 17:27,哇塞！这消息也太适合用来安慰手残的我了,来自广东,哇塞！这消息也太适合用来安慰手残的我了,北京 东城区,女,0.23598704964565964,来自广东
3283,24年07月01日 17:24,以后都是大模型的天下了,来自福建,以后都是大模型的天下了,北京 东城区,女,0.9297884947018232,来自福建
3284,24年07月01日 17:24,这个趋势说明南北美的消费者越来越注重手机和内容的质量而不是单纯追求新款了吧,来自河北,这个趋势说明南北美的消费者越来越注重手机和内容的质量而不是单纯追求新款了吧,北京 东城区,女,0.9993053391847503,来自河北
3285,24年07月01日 17:24,是不是意味着中国将成为新的领导者呢,来自天津,是不是意味着中国将成为新的领导者呢,北京,女,0.977326200375672,来自天津
3286,24年07月01日 17:23,这个结论会不会受新冠影响呢,来自安徽,这个结论会不会受新冠影响呢,北京 东城区,女,0.40085974660763046,来自安徽
3287,24年07月01日 17:23,感觉未来是智能设备的天下了,来自云南,感觉未来是智能设备的天下了,北京 东城区,女,0.927517931649981,来自云南
3288,24年07月01日 17:22,想了解一下这个研究的具体数据来源和方法,来自安徽,想了解一下这个研究的具体数据来源和方法,北京 东城区,女,0.9780566871985408,来自安徽
3289,24年07月01日 17:21,感觉北美人更喜欢旧手机,来自河北,感觉北美人更喜欢旧手机,北京 东城区,女,0.696278985987472,来自河北
3290,24年07月01日 17:20,"刚看了下自己手机的更换周期,果然跟数据吻合",来自江西,"刚看了下自己手机的更换周期,果然跟数据吻合",北京 东城区,女,0.1175176282775443,来自江西
3291,24年07月01日 17:20,这消息对我这种爱玩游戏的爱豆们太友好了,来自安徽,这消息对我这种爱玩游戏的爱豆们太友好了,北京 东城区,女,0.7497144328762249,来自安徽
3292,24年07月01日 17:15,感觉以后手机的更新会集中在系统优化上,来自贵州,感觉以后手机的更新会集中在系统优化上,北京,女,0.31810516320118754,来自贵州
3293,24年07月01日 17:14,我的旧苹果手机电池太不耐用了,来自辽宁,我的旧苹果手机电池太不耐用了,北京 东城区,女,0.46373856719781636,来自辽宁
3294,24年07月01日 17:13,看到有人说新款的智能机就是平板电脑加电话功能,来自江苏,看到有人说新款的智能机就是平板电脑加电话功能,北京 东城区,女,0.8127054325347554,来自江苏
3295,24年07月01日 17:12,感觉未来智能机的市场会向着中国和美国两个地方靠拢,来自贵州,感觉未来智能机的市场会向着中国和美国两个地方靠拢,北京 东城区,女,0.9961332203271223,来自贵州
3296,24年07月01日 17:12,数据说明了什么。。。北美人不爱换新手机了吗,来自江西,数据说明了什么。。。北美人不爱换新手机了吗,北京 东城区,女,0.5127507314488202,来自江西
3297,24年07月01日 17:11,这个数据有点猛,来自江苏,这个数据有点猛,北京 东城区,女,0.9071344152512808,来自江苏
3298,24年07月01日 17:11,苹果在中国的市场份额增长最快,来自云南,苹果在中国的市场份额增长最快,北京 东城区,女,0.9952791385044473,来自云南
3299,24年07月01日 17:09,我的旧手机和新的苹果手机一起坏了,来自广东,我的旧手机和新的苹果手机一起坏了,北京 东城区,女,0.7777485970928127,来自广东
3300,24年07月01日 17:07,这个研究好酷,来自江苏,这个研究好酷,北京 东城区,女,0.9492397410036336,来自江苏
3301,24年07月01日 17:05,这看起来就牛逼啊！智能手机在北亚很受欢迎呀！,来自福建,这看起来就牛逼啊！智能手机在北亚很受欢迎呀！,北京 东城区,女,0.8970966925082672,来自福建
3302,24年07月01日 17:03,现在换新手机的频率真的变低了,来自江西,现在换新手机的频率真的变低了,北京 东城区,女,0.2506189022832731,来自江西
3303,24年07月01日 16:56,这个研究报告好厉害,来自浙江,这个研究报告好厉害,其他,女,0.8977549472730755,来自浙江
3304,24年07月01日 16:55,"<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />可惜我买不起",来自云南,[允悲]可惜我买不起,北京 东城区,女,0.9306932694124397,来自云南
3305,24年07月01日 16:55,哇塞！我的旧手机终于能换了,来自云南,哇塞！我的旧手机终于能换了,北京 东城区,女,0.18410009935616656,来自云南
3306,24年07月01日 16:52,看样子以后要重点关注亚洲市场了,来自河北,看样子以后要重点关注亚洲市场了,北京 东城区,女,0.9818016391184438,来自河北
3307,24年07月01日 16:50,这与我观察到的消费趋势一致,来自江西,这与我观察到的消费趋势一致,北京 东城区,女,0.6092123261139721,来自江西
3308,24年07月01日 16:49,中国会不会成为下一个领头羊呢,来自云南,中国会不会成为下一个领头羊呢,北京 东城区,女,0.5802366744288661,来自云南
3309,24年07月01日 16:45,这个研究报告蛮吸引人的,来自云南,这个研究报告蛮吸引人的,北京 东城区,女,0.9827292664758313,来自云南
3310,24年07月01日 16:45,这个数据有点意思,来自天津,这个数据有点意思,北京,女,0.6078431372549018,来自天津
3311,24年07月01日 16:43,这个研究很超前,来自天津,这个研究很超前,北京,女,0.9558764193584555,来自天津
3312,24年07月01日 16:43,感觉以后手机的更换频率会大幅度降低,来自安徽,感觉以后手机的更换频率会大幅度降低,北京 东城区,女,0.22270537843353,来自安徽
3313,24年07月01日 16:42,"现在好像很少有人再用苹果了<img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" />",来自江西,现在好像很少有人再用苹果了[笑cry],北京 东城区,女,0.8040690327024597,来自江西
3314,24年07月01日 16:42,看来未来中国将成为全球最大的智能机市场,来自广东,看来未来中国将成为全球最大的智能机市场,北京 东城区,女,0.9755377899087028,来自广东
3315,24年07月01日 16:41,这个话题很有趣呀,来自安徽,这个话题很有趣呀,北京 东城区,女,0.8980187417759364,来自安徽
3316,24年07月01日 16:39,感觉以后手机更换频率主要看中国了,来自云南,感觉以后手机更换频率主要看中国了,北京 东城区,女,0.5030828032301352,来自云南
3317,24年07月01日 16:38,是不是说明我们国家的消费能力要上升了,来自山东,是不是说明我们国家的消费能力要上升了,北京 东城区,女,0.5174349640513145,来自山东
3318,24年07月01日 16:38,这跟我观察到的情况相符,来自江苏,这跟我观察到的情况相符,北京 东城区,女,0.44914828633395654,来自江苏
3319,24年07月01日 12:59,AI现在太火了，但肯定不会是现在这么多明星和公司弄在这些方面的，都是为了争夺市场分一杯羹,来自辽宁,AI现在太火了，但肯定不会是现在这么多明星和公司弄在这些方面的，都是为了争夺市场分一杯羹,北京 东城区,女,0.5028454097156976,来自辽宁
3320,24年07月01日 12:58,请问这个ai在哪个领域的应用最成熟呢,来自江西,请问这个ai在哪个领域的应用最成熟呢,北京 东城区,女,0.9645857557521799,来自江西
3321,24年07月01日 12:55,感觉未来ai会在各个领域都有所建树,来自江西,感觉未来ai会在各个领域都有所建树,北京 东城区,女,0.997501548287179,来自江西
3322,24年07月01日 12:53,支持微软小冰！,来自广东,支持微软小冰！,北京 东城区,女,0.9830411563415659,来自广东
3323,24年07月01日 12:52,请问微软ai在哪个平台,来自云南,请问微软ai在哪个平台,北京 东城区,女,0.21796537261578908,来自云南
3324,24年07月01日 12:49,比尔盖茨对AI的预测让人深思，AI究竟会给人类带来什么影响呢？,来自山东,比尔盖茨对AI的预测让人深思，AI究竟会给人类带来什么影响呢？,北京 东城区,女,0.9999434021897311,来自山东
3325,24年07月01日 12:46,支持大佬！相信科技发展,来自江西,支持大佬！相信科技发展,北京 东城区,女,0.9884442607403988,来自江西
3326,24年07月01日 12:45,支持一下大佬的观点！,来自江西,支持一下大佬的观点！,北京 东城区,女,0.8918808906085985,来自江西
3327,24年07月01日 12:45,最近一直被安利ai product 这个概念,来自云南,最近一直被安利ai product 这个概念,北京 东城区,女,0.9136784086408927,来自云南
3328,24年07月01日 12:43,支持大佬！期待更多的人工智能应用出现在我的生活里,来自安徽,支持大佬！期待更多的人工智能应用出现在我的生活里,北京 东城区,女,0.9869259884170803,来自安徽
3329,24年07月01日 12:42,这个观点好正面,来自安徽,这个观点好正面,北京 东城区,女,0.5552655526100347,来自安徽
3330,24年07月01日 12:41,看比尔盖茨的观点感觉很有道理,来自广东,看比尔盖茨的观点感觉很有道理,北京 东城区,女,0.9325646465556433,来自广东
3331,24年07月01日 12:41,我的日常必备就是手机里的那些ai功能,来自贵州,我的日常必备就是手机里的那些ai功能,北京,女,0.9523796601990939,来自贵州
3332,24年07月01日 12:41,有没有可能把ai用在教育上,来自安徽,有没有可能把ai用在教育上,北京 东城区,女,0.6138065250895617,来自安徽
3333,24年07月01日 12:38,比尔盖茨的话让我们看到了AI的潜力，期待未来更多的科技成果！,来自云南,比尔盖茨的话让我们看到了AI的潜力，期待未来更多的科技成果！,北京 东城区,女,0.999176149689211,来自云南
3334,24年07月01日 12:37,我也相信ai的好处,来自贵州,我也相信ai的好处,北京 东城区,女,0.4174412512924579,来自贵州
3335,24年07月01日 12:37,感觉未来是ai的时代,来自江苏,感觉未来是ai的时代,北京 东城区,女,0.9740058498176105,来自江苏
3336,24年07月01日 12:37,有没有可能把ai技术应用到教育领域呢,来自江苏,有没有可能把ai技术应用到教育领域呢,北京 东城区,女,0.981099028289299,来自江苏
3337,24年07月01日 12:36,AI现在越来越多了 我也开始关注这个话题了,来自山东,AI现在越来越多了 我也开始关注这个话题了,北京 东城区,女,0.8669712265147176,来自山东
3338,24年07月01日 12:34,有没有可能把ai应用到游戏中,来自云南,有没有可能把ai应用到游戏中,北京 东城区,女,0.7166544496161057,来自云南
3339,24年07月01日 12:33,感觉他真的很有前瞻性，一定会是一个大赢家的,来自云南,感觉他真的很有前瞻性，一定会是一个大赢家的,北京 东城区,女,0.850164356679065,来自云南
3340,24年07月01日 12:32,听比尔盖茨的话，我对AI的未来不再迷茫！,来自广东,听比尔盖茨的话，我对AI的未来不再迷茫！,北京 东城区,女,0.9962807960779506,来自广东
3341,24年07月01日 12:30,哇！没想到我对科学的热爱竟然能和亿万富翁感同身受,来自云南,哇！没想到我对科学的热爱竟然能和亿万富翁感同身受,北京 东城区,女,0.9658527584820332,来自云南
3342,24年07月01日 12:28,把ai当作家居神器挺好的,来自贵州,把ai当作家居神器挺好的,北京 东城区,女,0.8164765358568451,来自贵州
3343,24年07月01日 12:28,请问这位大佬平时工作都用哪些ai软件呀,来自江西,请问这位大佬平时工作都用哪些ai软件呀,北京 东城区,女,0.33663563378871064,来自江西
3344,24年07月01日 12:27,想了解一下这个ai在商务领域的应用,来自江苏,想了解一下这个ai在商务领域的应用,北京 东城区,女,0.9820736896731712,来自江苏
3345,24年07月01日 12:27,最近总是刷到这个话题,来自广东,最近总是刷到这个话题,北京 东城区,女,0.2185442517262869,来自广东
3346,24年07月01日 12:27,感觉以后会有越来越多的工作是跟ai有关的,来自山东,感觉以后会有越来越多的工作是跟ai有关的,北京 东城区,女,0.6517462788502535,来自山东
3347,24年07月01日 12:27,感觉未来会是ai的游戏天下,来自天津,感觉未来会是ai的游戏天下,北京,女,0.9194474264123526,来自天津
3348,24年07月01日 12:27,现在市面上的ai产品太多了吧,来自云南,现在市面上的ai产品太多了吧,北京 东城区,女,0.6155796629973276,来自云南
3349,24年07月01日 12:27,太棒了！期待更多智能科技的创新,来自天津,太棒了！期待更多智能科技的创新,北京,女,0.9962397368624704,来自天津
3350,24年07月01日 12:21,"期待未来有更多的优秀人才出现<img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" />",来自安徽,期待未来有更多的优秀人才出现[good],北京 东城区,女,0.9955462458928493,来自安徽
3351,24年07月01日 12:19,我马上就去读个金融硕士,来自安徽,我马上就去读个金融硕士,北京 东城区,女,0.7982088647352571,来自安徽
3352,24年07月01日 12:19,把ai当伙伴感觉会很有成就感吧,来自四川,把ai当伙伴感觉会很有成就感吧,北京,女,0.9558139468267508,来自四川
3353,24年07月01日 12:11,最近一直在关注ai领域的发展,来自贵州,最近一直在关注ai领域的发展,北京 东城区,女,0.998709733145151,来自贵州
3354,24年07月01日 12:10,把ai用在教育上吧,来自安徽,把ai用在教育上吧,北京 东城区,女,0.7632177338420887,来自安徽
3355,24年07月01日 12:09,未来科技赢家从AI中诞生，看来AI是重头戏,来自安徽,未来科技赢家从AI中诞生，看来AI是重头戏,北京 东城区,女,0.9984702074618841,来自安徽
3356,24年07月01日 12:09,这个博文有点东西,来自贵州,这个博文有点东西,北京 东城区,女,0.6786678413343125,来自贵州
3357,24年07月01日 12:08,感觉未来ai会在各个行业都有大作用,来自天津,感觉未来ai会在各个行业都有大作用,北京,女,0.9782019663554592,来自天津
3358,24年07月01日 12:08,请问现在投资ai领域的公司还有前景么,来自安徽,请问现在投资ai领域的公司还有前景么,北京 东城区,女,0.8244617326286833,来自安徽
3359,24年07月01日 12:08,感觉未来都是ai的时代了,来自江西,感觉未来都是ai的时代了,北京 东城区,女,0.9764335604547691,来自江西
3360,24年07月01日 12:08,比尔盖茨对AI的预测让我感到震撼，人工智能真的是未来科技的核心！,来自贵州,比尔盖茨对AI的预测让我感到震撼，人工智能真的是未来科技的核心！,北京,女,0.9999827168238232,来自贵州
3361,24年07月01日 12:07,想知道如果我要学ai的话应该从哪入手,来自江苏,想知道如果我要学ai的话应该从哪入手,北京 东城区,女,0.8612744171348365,来自江苏
3362,24年07月01日 12:02,这个观点好认同,来自山东,这个观点好认同,北京 东城区,女,0.7288366278206435,来自山东
3363,24年07月01日 12:29,"期待未来会出更多新的东西吧<img alt=""[笑哈哈]"" title=""[笑哈哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/32/lxhwahaha_org.gif"" /><img alt=""[笑哈哈]"" title=""[笑哈哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/32/lxhwahaha_org.gif"" />～",来自云南,期待未来会出更多新的东西吧[笑哈哈][笑哈哈]～,北京,女,0.9950687184930377,来自云南
3364,24年07月01日 12:18,最近一直在看有关ai的东西,来自天津,最近一直在看有关ai的东西,北京 东城区,女,0.5641462517186286,来自天津
3365,24年07月01日 11:36,"AI现在发展的很快了呀<img alt=""[嘻嘻]"" title=""[嘻嘻]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/33/2018new_xixi_org.png"" />",来自安徽,AI现在发展的很快了呀[嘻嘻],北京 东城区,女,0.9979597108424987,来自安徽
3366,24年07月01日 11:19,现在的AI都这么智能了吗？,来自江西,现在的AI都这么智能了吗？,北京 东城区,女,0.5443410243380079,来自江西
3367,24年07月01日 11:14,AI现在的发展越来越好了，期待未来能给我们带来更多惊喜,来自贵州,AI现在的发展越来越好了，期待未来能给我们带来更多惊喜,北京 东城区,女,0.9995902786732217,来自贵州
3368,24年07月01日 11:13,现在的AI技术真的发展的很快呀！超喜欢😍,来自云南,现在的AI技术真的发展的很快呀！超喜欢😍,北京 东城区,女,0.9814680063533838,来自云南
3369,24年07月01日 11:03,"没想到AI也能做到这么好 谁也想不到吧<img alt=""[偷笑]"" title=""[偷笑]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/71/2018new_touxiao_org.png"" />",来自云南,没想到AI也能做到这么好 谁也想不到吧[偷笑],北京 东城区,女,0.3545054895184926,来自云南
3370,24年07月01日 10:59,AI智能化太赞了，期待未来有更多的成就！,来自广东,AI智能化太赞了，期待未来有更多的成就！,北京 东城区,女,0.9936199787621289,来自广东
3371,24年07月01日 10:49,"天哪 太惊艳了嘛 <img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" /> 真的是太棒了 我也要去体验一下",来自广东,天哪 太惊艳了嘛 [打call] 真的是太棒了 我也要去体验一下,北京 东城区,女,0.955031176174467,来自广东
3372,24年07月01日 11:36,好奇如果真被查了的话会不会影响ai的发展,来自辽宁,好奇如果真被查了的话会不会影响ai的发展,北京 东城区,女,0.872135902103773,来自辽宁
3373,24年07月01日 11:36,为什么是欧盟呢,来自广东,为什么是欧盟呢,北京 东城区,女,0.5,来自广东
3374,24年07月01日 11:36,谷歌和三星的AI交易也不安全，欧盟真是操碎了心😂,来自江苏,谷歌和三星的AI交易也不安全，欧盟真是操碎了心😂,北京 东城区,女,0.2150864458913675,来自江苏
3375,24年07月01日 11:35,"现在只要是科技巨头，不用管那么多，国家直接出手就行<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" /><img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" /><img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自辽宁,现在只要是科技巨头，不用管那么多，国家直接出手就行[doge][doge][doge],北京 东城区,女,0.9412773322582819,来自辽宁
3376,24年07月01日 11:35,谷歌与三星也在合作AI，居然被欧盟抓到把柄😎,来自江苏,谷歌与三星也在合作AI，居然被欧盟抓到把柄😎,北京 东城区,女,0.006287845815649229,来自江苏
3377,24年07月01日 11:33,安卓系统什么时候能享受到openai的智慧呢,来自云南,安卓系统什么时候能享受到openai的智慧呢,北京 东城区,女,0.9889110129524237,来自云南
3378,24年07月01日 11:32,其他,来自福建,其他,北京 东城区,女,0.5262327818078083,来自福建
3379,24年07月01日 11:31,这两个公司要是不能合作共赢该多好,来自江西,这两个公司要是不能合作共赢该多好,北京 东城区,女,0.10244562252054246,来自江西
3380,24年07月01日 11:30,微软跟OpenAI的智能合作，好像被盯上啦！🤖,来自安徽,微软跟OpenAI的智能合作，好像被盯上啦！🤖,北京 东城区,女,0.29669844193836215,来自安徽
